name,address,website,phone_number,reviews_count,reviews_average,place_type,opens_at,search_category,search_area,pincode,google_map_link,sheet_category
"TEJA’S PHYSIOTHERAPY AND PAIN RELIEF CLINIC","Hno 1-5-994/2, nr. HT Road, Citizen Colony, Ravindran Vajra Colony, Ambedkar Nagar, Alwal, Hyderabad, Secunderabad, Telangana 500010","tejasphysioclinic.netlify.app","091216 04139","27","4.9","Physiotherapy Center"," · Opens 10am","Physiotherapy","Macha Bolarum","500010","https://www.google.com/maps/search/?api=1&query=TEJA%E2%80%99S+PHYSIOTHERAPY+AND+PAIN+RELIEF+CLINIC+Hno+1-5-994%2F2%2C+nr.+HT+Road%2C+Citizen+Colony%2C+Ravindran+Vajra+Colony%2C+Ambedkar+Nagar%2C+Alwal%2C+Hyderabad%2C+Secunderabad%2C+Telangana+500010","Physiotherapy"
"Core Align Physiotherapy And Rehab Clinic","Garden Housing Society, Satyam Enclave, Kompally, Hyderabad, Telangana 500100","","098988 50178","5","5","Physiotherapist"," · Opens 9am","Physiotherapy","Macha Bolarum","500100","https://www.google.com/maps/search/?api=1&query=Core+Align+Physiotherapy+And+Rehab+Clinic+Garden+Housing+Society%2C+Satyam+Enclave%2C+Kompally%2C+Hyderabad%2C+Telangana+500100","Physiotherapy"
"Gulabchand Surana Physiotherapy Clinic","GG89+C7X, Lakadwala Colony, Bolarum, Secunderabad, Telangana 500010","","","5","5","Physiotherapy Center"," · Opens 10am","Physiotherapy","Macha Bolarum","500010","https://www.google.com/maps/search/?api=1&query=Gulabchand+Surana+Physiotherapy+Clinic+GG89%2BC7X%2C+Lakadwala+Colony%2C+Bolarum%2C+Secunderabad%2C+Telangana+500010","Physiotherapy"
"ZOE PHYSIOTHERAPY & REHABILITATION SERVICES","New Bolarum, Railway Employees Colony Phase I, Turkapalli, Bolarum, Hyderabad, Secunderabad, Telangana 500010","","078159 57257","4","5","Physiotherapist"," · Opens 9am","Physiotherapy","Macha Bolarum","500010","https://www.google.com/maps/search/?api=1&query=ZOE+PHYSIOTHERAPY+%26+REHABILITATION+SERVICES+New+Bolarum%2C+Railway+Employees+Colony+Phase+I%2C+Turkapalli%2C+Bolarum%2C+Hyderabad%2C+Secunderabad%2C+Telangana+500010","Physiotherapy"
"Vishvan Physiotherapy & Rehabilitation Center.kompally","Srikanth Reddy Estate, back side of kompally busstop, beside DholariDhani, Sai Nagar, Kompally, Hyderabad, Secunderabad, Telangana 500100","","096666 08485","63","5","Physiotherapy Center"," · Opens 9am","Physiotherapy","Macha Bolarum","500100","https://www.google.com/maps/search/?api=1&query=Vishvan+Physiotherapy+%26+Rehabilitation+Center.kompally+Srikanth+Reddy+Estate%2C+back+side+of+kompally+busstop%2C+beside+DholariDhani%2C+Sai+Nagar%2C+Kompally%2C+Hyderabad%2C+Secunderabad%2C+Telangana+500100","Physiotherapy"
"Believe Physiotherapy and Rehabilitation centre","PVS pharmacy, jayabheri centre, Sree renuka Gadneur,Nandhi chowk, opp:, Jayabheri Park Rd, colony, Kompally, Hyderabad, Telangana 500014","believephysiotherapy.com","070754 26506","81","5","Physiotherapy Center"," · Opens 9am","Physiotherapy","Macha Bolarum","500014","https://www.google.com/maps/search/?api=1&query=Believe+Physiotherapy+and+Rehabilitation+centre+PVS+pharmacy%2C+jayabheri+centre%2C+Sree+renuka+Gadneur%2CNandhi+chowk%2C+opp%3A%2C+Jayabheri+Park+Rd%2C+colony%2C+Kompally%2C+Hyderabad%2C+Telangana+500014","Physiotherapy"
"Sri Sai Cure Physiotherapy ortho and neuro home visits service","2-2-125/178, Sai Reddy Nagar Colony, Machabollaram, Bolarum, Hyderabad, Secunderabad, Telangana 500010","","063041 43772","2","5","Physiotherapist","","Physiotherapy","Macha Bolarum","500010","https://www.google.com/maps/search/?api=1&query=Sri+Sai+Cure+Physiotherapy+ortho+and+neuro+home+visits+service+2-2-125%2F178%2C+Sai+Reddy+Nagar+Colony%2C+Machabollaram%2C+Bolarum%2C+Hyderabad%2C+Secunderabad%2C+Telangana+500010","Physiotherapy"
"MOVA Physiotherapy","1st floor, Rameshwaram Nagar, 1-5, 431/1/19/A, Old Alwal Rd, opp. St Michaels School, Secundrabad, Telangana 500010","sites.google.com","081254 75252","19","5","Physiotherapist"," · Opens 10am","Physiotherapy","Macha Bolarum","500010","https://www.google.com/maps/search/?api=1&query=MOVA+Physiotherapy+1st+floor%2C+Rameshwaram+Nagar%2C+1-5%2C+431%2F1%2F19%2FA%2C+Old+Alwal+Rd%2C+opp.+St+Michaels+School%2C+Secundrabad%2C+Telangana+500010","Physiotherapy"
"Dr.KSR'S Spine & Joint Care Clinic - Advanced Physiotherapy","H.No -8, Plot No-70, 22, Paramitha Hospital Lane, NCL Enclave South, Suchitra, Hyderabad, Telangana 500067","ishahealthcare.whitecoats.com","094403 60001","20","5","Physiotherapy Center"," · Opens 9am","Physiotherapy","Macha Bolarum","500067","https://www.google.com/maps/search/?api=1&query=Dr.KSR%27S+Spine+%26+Joint+Care+Clinic+-+Advanced+Physiotherapy+H.No+-8%2C+Plot+No-70%2C+22%2C+Paramitha+Hospital+Lane%2C+NCL+Enclave+South%2C+Suchitra%2C+Hyderabad%2C+Telangana+500067","Physiotherapy"
"Kruthi Care & DAILYMED PHYSIO & REHAB","Aparna serenity Block, Brundavan Colony, Bolarum, Hyderabad, Secunderabad, Telangana 500067","","","","","Physiotherapist","","Physiotherapy","Macha Bolarum","500067","https://www.google.com/maps/search/?api=1&query=Kruthi+Care+%26+DAILYMED+PHYSIO+%26+REHAB+Aparna+serenity+Block%2C+Brundavan+Colony%2C+Bolarum%2C+Hyderabad%2C+Secunderabad%2C+Telangana+500067","Physiotherapy"
"Dr Sirish | Physiotherapy center | Physiotherapy near Banjara Hills","2/624, Ground Floor, 8, Road No. 10, Banjara Hills, Hyderabad, Telangana 500034","legendphysiotherapy.com","099661 93413","40","4.9","Physiotherapy Center","Open 24 hours","Physiotherapy","Banjara Hills","500034","https://www.google.com/maps/search/?api=1&query=Dr+Sirish+%7C+Physiotherapy+center+%7C+Physiotherapy+near+Banjara+Hills+2%2F624%2C+Ground+Floor%2C+8%2C+Road+No.+10%2C+Banjara+Hills%2C+Hyderabad%2C+Telangana+500034","Physiotherapy"
"Dr. Aparna Nautiyal","CARE Hospitals Outpatient Centre, Babukhan Chambers, Road No. 10, Avenue 4, Banjara Hills, Hyderabad, Telangana 500034","carehospitals.com","040 6810 6585","32","5","Physiotherapist"," · Opens 9am","Physiotherapy","Banjara Hills","500034","https://www.google.com/maps/search/?api=1&query=Dr.+Aparna+Nautiyal+CARE+Hospitals+Outpatient+Centre%2C+Babukhan+Chambers%2C+Road+No.+10%2C+Avenue+4%2C+Banjara+Hills%2C+Hyderabad%2C+Telangana+500034","Physiotherapy"
"FLEXITUDE Physio","No 1, Road No. 12, Anand Banjara Colony, Banjara Hills, Hyderabad, Telangana 500028","flexitude.in","073068 85927","100","4.9","Physiotherapy Center","","Physiotherapy","Banjara Hills","500028","https://www.google.com/maps/search/?api=1&query=FLEXITUDE+Physio+No+1%2C+Road+No.+12%2C+Anand+Banjara+Colony%2C+Banjara+Hills%2C+Hyderabad%2C+Telangana+500028","Physiotherapy"
"AB Physiotherapy at your Doorstep | Dr.Amulya Bodke","Flat no: 501, 5th Floor, Plot no: 340, Aabharana Dandamudi, Dandamudi Enclave, Jeedimetla, Hyderabad, Telangana 500067","","089774 03204","19","4.9","Physiotherapist"," · Opens 7am","Physiotherapy","Jeedimetla","500067","https://www.google.com/maps/search/?api=1&query=AB+Physiotherapy+at+your+Doorstep+%7C+Dr.Amulya+Bodke+Flat+no%3A+501%2C+5th+Floor%2C+Plot+no%3A+340%2C+Aabharana+Dandamudi%2C+Dandamudi+Enclave%2C+Jeedimetla%2C+Hyderabad%2C+Telangana+500067","Physiotherapy"
"H3N Physiotherapy Centre | Rehab for elders | Neuro | Ortho| Dr. Nirmala PT","Shanta sriram, Pipe Line Rd, Satellite Township, Santa Sriram Estates, Jeedimetla, Hyderabad, Telangana 500067","","","55","5","Physiotherapist"," · Opens 4pm","Physiotherapy","Jeedimetla","500067","https://www.google.com/maps/search/?api=1&query=H3N+Physiotherapy+Centre+%7C+Rehab+for+elders+%7C+Neuro+%7C+Ortho%7C+Dr.+Nirmala+PT+Shanta+sriram%2C+Pipe+Line+Rd%2C+Satellite+Township%2C+Santa+Sriram+Estates%2C+Jeedimetla%2C+Hyderabad%2C+Telangana+500067","Physiotherapy"
"Align Tesla Advanced Physiotherapy Clinic (Dr. Srinivas)","3rd floor, above Tesla Diagnostic's, above Reliance trends, beside Karachi bakery, Hyderabad, Telangana 500067","","099595 31333","262","5","Physiotherapy Center"," · Opens 10am","Physiotherapy","Jeedimetla","500067","https://www.google.com/maps/search/?api=1&query=Align+Tesla+Advanced+Physiotherapy+Clinic+%28Dr.+Srinivas%29+3rd+floor%2C+above+Tesla+Diagnostic%27s%2C+above+Reliance+trends%2C+beside+Karachi+bakery%2C+Hyderabad%2C+Telangana+500067","Physiotherapy"
"KSR PHYSIOTHERPY& CHIROPRACTOR CENTRE","Plot no 9, Phase 1, Dandamudi Enclave, Jeedimetla, Secunderabad, Hyderabad, Telangana 500067","","094403 60001","15","4.9","Physiotherapist"," · Opens 9am","Physiotherapy","Jeedimetla","500067","https://www.google.com/maps/search/?api=1&query=KSR+PHYSIOTHERPY%26+CHIROPRACTOR+CENTRE+Plot+no+9%2C+Phase+1%2C+Dandamudi+Enclave%2C+Jeedimetla%2C+Secunderabad%2C+Hyderabad%2C+Telangana+500067","Physiotherapy"
"Bala Chiropractic & Physiotherapy clinic","3rd Floor, Plot No 118, Suchitra Rd, beside Lalitha Jewellers, Green Park, Jeedimetla, Hyderabad, Telangana 500067","","","8","4.5","Physiotherapy Center"," · Opens 9am","Physiotherapy","Jeedimetla","500067","https://www.google.com/maps/search/?api=1&query=Bala+Chiropractic+%26+Physiotherapy+clinic+3rd+Floor%2C+Plot+No+118%2C+Suchitra+Rd%2C+beside+Lalitha+Jewellers%2C+Green+Park%2C+Jeedimetla%2C+Hyderabad%2C+Telangana+500067","Physiotherapy"
"Pulse Physiotherapy Clinic","2nd Floor, Gayatri towers, A-60, 8-3-191/64, near Ambedkar Statue, Vengal Rao Nagar, Sanjeeva Reddy Nagar, Hyderabad, Telangana 500038","","079815 20751","187","5","Physiotherapy Center"," · Opens 9am","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=Pulse+Physiotherapy+Clinic+2nd+Floor%2C+Gayatri+towers%2C+A-60%2C+8-3-191%2F64%2C+near+Ambedkar+Statue%2C+Vengal+Rao+Nagar%2C+Sanjeeva+Reddy+Nagar%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"SRK Physiotherapy at Home | Cupping | Dry needling | Taping","Ameerpet, Vamika Arcade, Madhura Nagar, Hyderabad, Telangana 500038","","090595 66557","110","4.9","Physiotherapist"," · Opens 9am","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=SRK+Physiotherapy+at+Home+%7C+Cupping+%7C+Dry+needling+%7C+Taping+Ameerpet%2C+Vamika+Arcade%2C+Madhura+Nagar%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"Siddartha Physiotherapy Clinic","8-3-169/163, Kalyan Nagar Phase 1, Siddarth Nagar, Laxmi Nagar, Hyderabad, Telangana 500038","","087907 65905","167","5","Physiotherapy Center"," · Opens 7am","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=Siddartha+Physiotherapy+Clinic+8-3-169%2F163%2C+Kalyan+Nagar+Phase+1%2C+Siddarth+Nagar%2C+Laxmi+Nagar%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"ReLiva Physiotherapy & Rehab","HMDA Maitrivanam, Within Aster Prime Hospital, Plot No 4, Srinivasa Nagar, Ameerpet, Hyderabad, Telangana 500038","reliva.in","099209 91584","340","4.9","Physiotherapy Center","Closed · Opens 8am","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=ReLiva+Physiotherapy+%26+Rehab+HMDA+Maitrivanam%2C+Within+Aster+Prime+Hospital%2C+Plot+No+4%2C+Srinivasa+Nagar%2C+Ameerpet%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"Physio Care","Madhura Nagar Main road A-67 Ground floor B, Hyderabad, Telangana 500038","","094405 66696","39","4.9","Physiotherapist"," · Opens 8am","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=Physio+Care+Madhura+Nagar+Main+road+A-67+Ground+floor+B%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"DR.KARTHIK PHYSIOCARE","36-A,7-1-335/27, Sanjeeva Reddy Nagar, Hyderabad, Telangana 500038","","091827 24562","9","4.6","Physiotherapist"," · Opens 8am","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=DR.KARTHIK+PHYSIOCARE+36-A%2C7-1-335%2F27%2C+Sanjeeva+Reddy+Nagar%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"DR.RAHUL PHYSIO CARE","Swathi Avenue, Ameerpet, Hyderabad, Telangana 500016","","","7","5","Health consultant","","Physiotherapy","Vengal Rao Nagar","500016","https://www.google.com/maps/search/?api=1&query=DR.RAHUL+PHYSIO+CARE+Swathi+Avenue%2C+Ameerpet%2C+Hyderabad%2C+Telangana+500016","Physiotherapy"
"Health First Advanced Physiotherapy and Rehabilitation Center.","Community Hall, A-19 road, BK Guda, Sanjeeva Reddy Nagar, Hyderabad, Telangana 500038","","","7","5","Physical rehabilitation center","","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=Health+First+Advanced+Physiotherapy+and+Rehabilitation+Center.+Community+Hall%2C+A-19+road%2C+BK+Guda%2C+Sanjeeva+Reddy+Nagar%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"Dios cures physiotherapy clinic","79, Sanjeeva Reddy Nagar Rd, Dr. K.V. Rao Scientific Society, Bapu Nagar, Sanjeeva Reddy Nagar, Hyderabad, Telangana 500038","","096529 07399","9","4.8","Hospital"," · Opens 10am","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=Dios+cures+physiotherapy+clinic+79%2C+Sanjeeva+Reddy+Nagar+Rd%2C+Dr.+K.V.+Rao+Scientific+Society%2C+Bapu+Nagar%2C+Sanjeeva+Reddy+Nagar%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"Physiotherapy at Home/stride physiotherapy","274, SR Nagar Main Rd, East Srinivas Nagar Colony, Sanjeeva Reddy Nagar, Hyderabad, Telangana 500038","","","","","Physiotherapy Center","","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=Physiotherapy+at+Home%2Fstride+physiotherapy+274%2C+SR+Nagar+Main+Rd%2C+East+Srinivas+Nagar+Colony%2C+Sanjeeva+Reddy+Nagar%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"Hashva Physio Center","2nd Floor, YES BANK building, 8-3, 977/1, Srinagar Colony, Hyderabad, Telangana 500073","hashvaphysiocenter.com","081256 81212","61","5","Physiotherapy Center"," · Opens 8am","Physiotherapy","Vengal Rao Nagar","500073","https://www.google.com/maps/search/?api=1&query=Hashva+Physio+Center+2nd+Floor%2C+YES+BANK+building%2C+8-3%2C+977%2F1%2C+Srinagar+Colony%2C+Hyderabad%2C+Telangana+500073","Physiotherapy"
"Cure Rehab Private Limited","Rehabilitation Department, inside St. Theresa Hospital, Sundar Nagar, Erragadda, Hyderabad, Telangana 500038","curerehabpvtltd.in","0120 524 4456","25","4.8","Rehabilitation center","Open 24 hours","Physiotherapy","Vengal Rao Nagar","500038","https://www.google.com/maps/search/?api=1&query=Cure+Rehab+Private+Limited+Rehabilitation+Department%2C+inside+St.+Theresa+Hospital%2C+Sundar+Nagar%2C+Erragadda%2C+Hyderabad%2C+Telangana+500038","Physiotherapy"
"Dr Gangadhar Physiotherapy clinic","ShivBagh, Balkampet, Hyderabad, Telangana 500016","dgpc.ueniweb.com","086861 05177","1","5","Physiotherapist"," · Opens 9:30am","Physiotherapy","Vengal Rao Nagar","500016","https://www.google.com/maps/search/?api=1&query=Dr+Gangadhar+Physiotherapy+clinic+ShivBagh%2C+Balkampet%2C+Hyderabad%2C+Telangana+500016","Physiotherapy"
"Cheyutha Physiotherapy & Pain Management CLINIC","Street Number 1, Kimtee Colony, SMR Vihar, Gokul Nagar, Tarnaka, Secunderabad, Telangana 500017","","079892 48415","157","5","Physiotherapy Center"," · Opens 10am","Physiotherapy","Mettuguda","500017","https://www.google.com/maps/search/?api=1&query=Cheyutha+Physiotherapy+%26+Pain+Management+CLINIC+Street+Number+1%2C+Kimtee+Colony%2C+SMR+Vihar%2C+Gokul+Nagar%2C+Tarnaka%2C+Secunderabad%2C+Telangana+500017","Physiotherapy"
"Physiocare","Sai Jyothi Enclave, 17-28/3, Venkateshwara Nagar, Jyothi Nagar, Malkajgiri, Secunderabad, Telangana 500017","","090147 50795","3","5","Physiotherapy Center"," · Opens 10am","Physiotherapy","Mettuguda","500017","https://www.google.com/maps/search/?api=1&query=Physiocare+Sai+Jyothi+Enclave%2C+17-28%2F3%2C+Venkateshwara+Nagar%2C+Jyothi+Nagar%2C+Malkajgiri%2C+Secunderabad%2C+Telangana+500017","Physiotherapy"
"Dr.D.L.Susheel Kumar Physio Residence","12-8-163/1, Alugaddabavi, Mettuguda, Secunderabad, Telangana 500017","","","","","Housing complex","","Physiotherapy","Mettuguda","500017","https://www.google.com/maps/search/?api=1&query=Dr.D.L.Susheel+Kumar+Physio+Residence+12-8-163%2F1%2C+Alugaddabavi%2C+Mettuguda%2C+Secunderabad%2C+Telangana+500017","Physiotherapy"
"Physiotherapy Treatment & Consultantion By Dr.Sunny Joseph (PT)","H.no, 12-8-275/15, B/3, behind Maitri motors, near Government Urban primary health centre, Alugaddabavi, Mettuguda, Secunderabad, Telangana 500017","","","5","5","Physiotherapist","","Physiotherapy","Mettuguda","500017","https://www.google.com/maps/search/?api=1&query=Physiotherapy+Treatment+%26+Consultantion+By+Dr.Sunny+Joseph+%28PT%29+H.no%2C+12-8-275%2F15%2C+B%2F3%2C+behind+Maitri+motors%2C+near+Government+Urban+primary+health+centre%2C+Alugaddabavi%2C+Mettuguda%2C+Secunderabad%2C+Telangana+500017","Physiotherapy"
"Tarnaka","HNO-12-13-205, Shri Mitra Ramana Classic Enclave, Krishna Giri Enclave, Tarnaka, Secunderabad, Telangana 500017","","040 4230 4056","","","Physiotherapy Center","","Physiotherapy","Mettuguda","500017","https://www.google.com/maps/search/?api=1&query=Tarnaka+HNO-12-13-205%2C+Shri+Mitra+Ramana+Classic+Enclave%2C+Krishna+Giri+Enclave%2C+Tarnaka%2C+Secunderabad%2C+Telangana+500017","Physiotherapy"
"Dr. Malathi Sivakumar M.P.T","Plot no.227, 1st floor, Surya nagar, Shivam Residency, Safilguda, Malkajgiri, Hyderabad, Secunderabad, Telangana 500056","","","","","Physiotherapist","","Physiotherapy","Safilguda","500056","https://www.google.com/maps/search/?api=1&query=Dr.+Malathi+Sivakumar+M.P.T+Plot+no.227%2C+1st+floor%2C+Surya+nagar%2C+Shivam+Residency%2C+Safilguda%2C+Malkajgiri%2C+Hyderabad%2C+Secunderabad%2C+Telangana+500056","Physiotherapy"
"Jaya Lakshmi Physiotherapy Clinic","Talent School, Old, opp. Santhoshimatha Temple, behind Krishnaveni, Surya nagar, Kripa Complex, Safilguda, Malkajgiri, Secunderabad, Telangana 500056","","099085 07783","3","5","Medical clinic","","Physiotherapy","Safilguda","500056","https://www.google.com/maps/search/?api=1&query=Jaya+Lakshmi+Physiotherapy+Clinic+Talent+School%2C+Old%2C+opp.+Santhoshimatha+Temple%2C+behind+Krishnaveni%2C+Surya+nagar%2C+Kripa+Complex%2C+Safilguda%2C+Malkajgiri%2C+Secunderabad%2C+Telangana+500056","Physiotherapy"
"Physiotherapy at Home and Home visits","near Gandhi bomma center, Jamai Osmania, Warasiguda, Boudhanagar Colony, Hyderabad, Telangana 500061","","080746 19266","","","Local medical services","","Physiotherapy","Boudha Nagar","500061","https://www.google.com/maps/search/?api=1&query=Physiotherapy+at+Home+and+Home+visits+near+Gandhi+bomma+center%2C+Jamai+Osmania%2C+Warasiguda%2C+Boudhanagar+Colony%2C+Hyderabad%2C+Telangana+500061","Physiotherapy"
"Shiva Sai Clinic Physician","CG78+HCF, Jamai Osmania Main Rd, Warasiguda, Boudhanagar Colony, Hyderabad, Telangana 500061","","094409 22114","","","Physiotherapy Center","","Physiotherapy","Boudha Nagar","500061","https://www.google.com/maps/search/?api=1&query=Shiva+Sai+Clinic+Physician+CG78%2BHCF%2C+Jamai+Osmania+Main+Rd%2C+Warasiguda%2C+Boudhanagar+Colony%2C+Hyderabad%2C+Telangana+500061","Physiotherapy"
"Masters Physio Centre | Dr.Azam khan Physiotherapy in Orthopaedic Specialty","5th floor, GG charity hospital, Streeat number 20, Ramnagar Gundu Rd, near Axis bank, Hyderabad, Telangana 500020","","095508 16714","167","4.9","Physiotherapist"," · Opens 9am","Physiotherapy","Boudha Nagar","500020","https://www.google.com/maps/search/?api=1&query=Masters+Physio+Centre+%7C+Dr.Azam+khan+Physiotherapy+in+Orthopaedic+Specialty+5th+floor%2C+GG+charity+hospital%2C+Streeat+number+20%2C+Ramnagar+Gundu+Rd%2C+near+Axis+bank%2C+Hyderabad%2C+Telangana+500020","Physiotherapy"
"SUNRISE physiotherapy clinic","1-6-197/55/2, Bapu Nagar, Gangaputra Nagar, Hyderabad, Telangana 500020","","078428 28260","55","4.8","Physiotherapist"," · Opens 9am","Physiotherapy","Boudha Nagar","500020","https://www.google.com/maps/search/?api=1&query=SUNRISE+physiotherapy+clinic+1-6-197%2F55%2F2%2C+Bapu+Nagar%2C+Gangaputra+Nagar%2C+Hyderabad%2C+Telangana+500020","Physiotherapy"
"Sudha Physiotherapy Clinic Dr. K Sudha Rani BPT","Parsigutta X Road, beside Seetha Rama Medical Hall, Parsigutta, Secunderabad, Hyderabad, Telangana 500061","","063020 38018","9","5","Health consultant"," · Opens 5pm","Physiotherapy","Boudha Nagar","500061","https://www.google.com/maps/search/?api=1&query=Sudha+Physiotherapy+Clinic+Dr.+K+Sudha+Rani+BPT+Parsigutta+X+Road%2C+beside+Seetha+Rama+Medical+Hall%2C+Parsigutta%2C+Secunderabad%2C+Hyderabad%2C+Telangana+500061","Physiotherapy"
"Plexus physiotherapy","Maurya Tower Maurya Towers, 1-9-648, Beside Tipmax Bakery, Vidya Nagar, Adikmet, New Nallakunta, Hyderabad, Telangana 500044","","096036 03004","10","5","Physiotherapy Center"," · Opens 10am","Physiotherapy","Boudha Nagar","500044","https://www.google.com/maps/search/?api=1&query=Plexus+physiotherapy+Maurya+Tower+Maurya+Towers%2C+1-9-648%2C+Beside+Tipmax+Bakery%2C+Vidya+Nagar%2C+Adikmet%2C+New+Nallakunta%2C+Hyderabad%2C+Telangana+500044","Physiotherapy"
"Sagarlal Memorial Hospital Physiotherapy Rehabilitation and Panchakarma","No. 1-5-551, near Raja Deluxe Theatre, Musheerabad, Zamistanpur, Hyderabad, Telangana 500020","","","1","5","Physiotherapy Center","","Physiotherapy","Boudha Nagar","500020","https://www.google.com/maps/search/?api=1&query=Sagarlal+Memorial+Hospital+Physiotherapy+Rehabilitation+and+Panchakarma+No.+1-5-551%2C+near+Raja+Deluxe+Theatre%2C+Musheerabad%2C+Zamistanpur%2C+Hyderabad%2C+Telangana+500020","Physiotherapy"
"KALYAN PHYSIOTHERAPY & REHABILITATION CENTRE","1-308-2/b, 1, near jagadamba hospital, VV Giri Nagar, Hyderabad, Telangana 500080","","094933 55534","76","4.9","Physiotherapy Center","","Physiotherapy","Boudha Nagar","500080","https://www.google.com/maps/search/?api=1&query=KALYAN+PHYSIOTHERAPY+%26+REHABILITATION+CENTRE+1-308-2%2Fb%2C+1%2C+near+jagadamba+hospital%2C+VV+Giri+Nagar%2C+Hyderabad%2C+Telangana+500080","Physiotherapy"
"Life Active physiotherapy","2-3-675/1/1/151p Lalitha nagar colony Steert no9 crorss, Telangana 500020","","","6","5","Physiotherapist","","Physiotherapy","Boudha Nagar","500020","https://www.google.com/maps/search/?api=1&query=Life+Active+physiotherapy+2-3-675%2F1%2F1%2F151p+Lalitha+nagar+colony+Steert+no9+crorss%2C+Telangana+500020","Physiotherapy"
"Tendercare Physiotherapy Centre","Street No. 17, Vidya Nagar, Adikmet, Hyderabad, Telangana 500044","tcpc1020.blogspot.com","098495 38770","56","5","Doctor"," · Opens 9am","Physiotherapy","Boudha Nagar","500044","https://www.google.com/maps/search/?api=1&query=Tendercare+Physiotherapy+Centre+Street+No.+17%2C+Vidya+Nagar%2C+Adikmet%2C+Hyderabad%2C+Telangana+500044","Physiotherapy"
"Kruthi","1st Floor, Roma Hospitals, DVR Grand,lane, beside Cine Planet, opp. KVR Convention, Ruby Block, Satyam Enclave, Kompally, Hyderabad, Telangana 500014","kruthicare.com","096030 00044","58","5","Rehabilitation center","","Physiotherapy","Bolarum","500014","https://www.google.com/maps/search/?api=1&query=Kruthi+1st+Floor%2C+Roma+Hospitals%2C+DVR+Grand%2Clane%2C+beside+Cine+Planet%2C+opp.+KVR+Convention%2C+Ruby+Block%2C+Satyam+Enclave%2C+Kompally%2C+Hyderabad%2C+Telangana+500014","Physiotherapy"
"Samriddhi Physiotherapy Clinic","C/3, Sri Sai Enclave Rd, beside Swikriti Clinic, Meenakshi Estate, Kompally, Hyderabad, Secunderabad, Telangana 500067","","096666 10838","64","5","Hospital"," · Opens 9:30am","Physiotherapy","Bolarum","500067","https://www.google.com/maps/search/?api=1&query=Samriddhi+Physiotherapy+Clinic+C%2F3%2C+Sri+Sai+Enclave+Rd%2C+beside+Swikriti+Clinic%2C+Meenakshi+Estate%2C+Kompally%2C+Hyderabad%2C+Secunderabad%2C+Telangana+500067","Physiotherapy"
